Term, TermFreq >= 1, PosClassDiff (correct-estimate), NegClassDiff, PosClassAvDiff, NegClassAvDiff, CorrectClass1pos, CorrectClass2pos, CorrectClass3pos, CorrectClass4pos, CorrectClass5pos, CorrectClass1neg, CorrectClass2neg, CorrectClass3neg, CorrectClass4neg, CorrectClass5neg, ,
islibrary,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
isolate,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
issueregistry,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
ist,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
item,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
itemmodels,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
items,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
iterable,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
iterating,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
iterator,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
itk's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
itk3dversorrigid,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
itkassertindebugandignoreinreleasemacro,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
itkdeprecatedtestdriver,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
ivan,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
iwizardfactory,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
jacobiantype,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
jcuken,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
jerome,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
jetbrains,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
jgit,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
jichenjc,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
jigal's,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
jobproperties,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
joined,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
josh,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
jquery,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
jsonrpc,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
juggling,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
jut,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
karma,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
kbd,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
kdtree,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
keeping,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
key2stylecontext,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
keyboard,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
keyboards,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
keypressbuffer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
keyword,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
killing,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
kilo,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
knew,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
known,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
kw,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
l1468,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
l299,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
labels,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
lastindexof,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
latter,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
launch,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
launchpad,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
lcd,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ld,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ldap,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
ldapgroup,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
leading,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
leads,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
leak,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
leaked,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
leftover,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
legacy,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
legibly,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
lengths,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
lessthan,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
letter,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
letting,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
lgtm,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
libreoffice,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
libs,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
licensed,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
life,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
lifetime,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
liking,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
limitation,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
limited,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
linker,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
linking,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
listbox,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
listener,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
listening,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
listing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
litmus,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
ll,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
loader,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
locales,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
locallang,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
location,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
locknow,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
logged,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
login,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
logout,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
lookups,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
looping,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
lowercase,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
lstrip,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
mabasecell,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
machines,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
macro,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
macros,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
maglinkre,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
mainatain,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
maintainer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
manage,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mandatory,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
manila,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
mapanonymous,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
margin,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
margins,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
marketing,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
markus,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
martins,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
massive,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
mast,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
maximum,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mdaypicker,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
mdds,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
meaning,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
meaningful,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
meanings,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
measure,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
measured,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
media,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mehdi,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
mem,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
mentioning,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
mentions,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
menu,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
merely,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
merges,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mergestrategies,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mesh,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
messagesq,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
meta,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
metal,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
metalanguage,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mf,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
mfvalue,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
mh,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mib,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
mid,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
might've,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
migrates,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mike's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mimic,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
minds,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
mindset,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
minimal,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
minux,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
mirroring,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mirrors,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mis,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
misaligned,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
misinterpreted,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
miss,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
misspelling,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
misterious,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
misunderstanding,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
mix,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
mixes,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mkstemp,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
mocking,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
modeladaptersource,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
modifications,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
modifying,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
moment,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
mondatechangedlistener,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
monitoring,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
month,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
moot,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mos,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
motivate,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
motivates,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
movements,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ms,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
msamplepath,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
msamplepaths,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
msi,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
murderous,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0, ,
mwextensioninspector,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
mx,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
mysteriously,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
namely,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
namespaces,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
namespacing,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nanosec,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
narayam,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
nat,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
native,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
navigates,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0, ,
ndate,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
near,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
necessarily,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
needing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
negative,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
neighbors,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
neither,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
neos,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
net,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
neutron,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
newestconfiguration,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
newfromid,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
newhashset,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
newreader,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
newval,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
nic,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
night,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nil,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nindex,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nitpick,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
nobody,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
nodemodel,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nop,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
nopcode,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
normalized,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
noted,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
notedb,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
notes,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
notfound,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
noticable,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
notification,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
notimplemented,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
nowait,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nowritebarrier,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
npapi,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
npes,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nss,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
nstt,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
nuance,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
numberofthreads,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
numbers,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
nunits,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
o,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
objectcollapsiblebox,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
objectcollapsiblebutton,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
objectcollapsiblegroupbox,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
obligation,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
observed,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
obsolete,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
obtain,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
obtained,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
oc,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
occurred,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0, ,
odd,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
odex,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
odff,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
offapi,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
offer,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
offset,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ogle,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
omit,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
one's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
onsampleselected,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
onsuccess,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
onto,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
oojs,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
op,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
opcode,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
opened,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
openid,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
opening,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
openkey,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
opposed,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
optimal,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
optimally,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
optimization,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
optimizer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
or's,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ordered,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
origstr,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
orm,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
ostringbuffer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ought,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
ourselves,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
outer,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
outputwriter,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
overall,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
overlay,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
overloading,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
overly,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
override,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
packageapplication,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
packageparser,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
padding,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pageid,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pain,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
panels,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
paragraph,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
paragraphs,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
parallel,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
parseint,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
parsememinfo,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
parsoidconf,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
partial,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
partition,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
pasted,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
patched,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
patchlinecommentsutil,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
patchobject,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
paths,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pathseparator,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pause,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
paying,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
payload,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pdb,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pdf,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pdfltfrmfmt,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
peasant,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pep8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
percentage,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
performed,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
performing,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
perils,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
persist,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
persistall,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
perspective,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
peter,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
phpbb,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
phpbb3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
phrase,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
pi,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pid,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
pipeline,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
pixel,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
pixels,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
pkg,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
pkgset,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pki,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pl,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
placed,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
plan,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
planned,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
platforms,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
playground,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0, ,
plugins,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pointcontainer,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pointed,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
pointing,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pointless,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
poll,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
populate,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
populated,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
popup,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
portability,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
portmirroring,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pos,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
pos2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
position,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
positioned,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
possessive,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
postcaches,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
postgres,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
postgresql,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
postrouting,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0, ,
powering,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
pprofile,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
practice,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
precedence,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
precedent,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
precise,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
precisely,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
predictable,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0, ,
preemption,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0, ,
preferable,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
preferably,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
preforming,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
prelinking,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0, ,
prenotify,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
preopt,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
presence,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0, ,
preserved,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
preserving,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
press,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0, ,
