Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
ivan	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
tenant	4	0	0	0.0	0.0	4	0	0	0	0	0	2	2	0	0	
admin	3	0	0	0.0	0.0	2	1	0	0	0	1	0	2	0	0	
tent	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
caught	4	0	0	0.0	0.0	4	0	0	0	0	2	2	0	0	0	
subnets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
l299	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
commas	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
alternations	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
or's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
distro	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ec2	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
credential	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
confirmed	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
distinction	2	0	0	0.0	0.0	1	1	0	0	0	1	0	1	0	0	
statements	6	0	0	0.0	0.0	6	0	0	0	0	5	1	0	0	0	
579	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
programlisting	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ini	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cinder	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
jichenjc	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
chris	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
blueprint	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
brings	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
effort	4	0	0	0.0	0.0	3	1	0	0	0	2	2	0	0	0	
enforcing	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
entity	5	0	0	0.0	0.0	4	0	0	1	0	1	4	0	0	0	
secret	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
relationships	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
queries	4	0	0	0.0	0.0	3	0	0	1	0	1	3	0	0	0	
enforce	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
rbac	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
interpreted	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
necessarily	3	0	0	0.0	0.0	2	0	0	1	0	2	1	0	0	0	
kwargs	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
auth	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
decorator	2	0	0	0.0	0.0	1	1	0	0	0	0	0	2	0	0	
absolute	3	0	0	0.0	0.0	1	1	1	0	0	2	1	0	0	0	
imho	3	0	0	0.0	0.0	3	0	0	0	0	1	2	0	0	0	
explicitely	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
isolate	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
kw	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
unknownargument	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
exercises	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
untested	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
unreachable	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
eliminate	3	0	0	0.0	0.0	2	0	0	1	0	1	2	0	0	0	
confuses	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
dropped	4	0	1	0.0	0.25	3	1	0	0	0	2	1	1	0	0	
motivate	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
tripleo	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
oslo	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
submitted	3	1	0	0.33333334	0.0	2	1	0	0	0	3	0	0	0	0	
56211	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
preferable	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
$2	2	1	2	0.5	1.0	1	1	0	0	0	1	0	1	0	0	
creation	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
send	5	0	0	0.0	0.0	4	0	1	0	0	4	1	0	0	0	
primitive	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
compute	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
rpcapi	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
conditional	3	1	1	0.33333334	0.33333334	1	1	1	0	0	0	1	2	0	0	
exposed	2	1	1	0.5	0.5	1	0	1	0	0	0	1	1	0	0	
specific's	1	1	1	1.0	1.0	0	0	1	0	0	0	0	1	0	0	
528	1	1	1	1.0	1.0	0	0	1	0	0	0	0	1	0	0	
nearly	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
backed	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
optionally	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cross	3	1	0	0.33333334	0.0	1	2	0	0	0	0	3	0	0	0	
separation	2	0	0	0.0	0.0	0	1	0	1	0	1	1	0	0	0	
rbd	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
initramfs	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
kernel	7	1	0	0.14285715	0.0	5	2	0	0	0	5	2	0	0	0	
downloaded	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
patchobject	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
heattestcase	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
boilerplate	2	0	0	0.0	0.0	2	0	0	0	0	1	0	1	0	0	
anticipating	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
answering	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
controllers	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
codebase	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
timestamp	3	0	0	0.0	0.0	3	0	0	0	0	0	3	0	0	0	
params	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
numbering	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
beta	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
wmflabs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
hurricane	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
celeste	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
1972	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
expand	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
stats	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
rt	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
ironed	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
49965	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
wrap	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
wikimedia	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
tied	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
actions	3	1	0	0.33333334	0.0	1	2	0	0	0	3	0	0	0	0	
setdefault	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
numeric	3	0	0	0.0	0.0	3	0	0	0	0	0	3	0	0	0	
primitives	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
siebrand	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
phrases	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
interlanguage	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
$1	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
poã	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
©	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
sie	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
french	1	1	2	1.0	2.0	0	1	0	0	0	0	0	1	0	0	
sites	3	1	2	0.33333334	0.6666667	2	1	0	0	0	2	0	1	0	0	
die	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
pageid	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
selector	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
closest	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
godawfully	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
clumsy	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
messagesq	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
inc	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
oojs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
repos	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
onto	2	0	0	0.0	0.0	1	0	1	0	0	2	0	0	0	0	
dd	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
rdb01	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
02	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
standardize	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
$article	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
wikipage	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
doesnt	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dont	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
introduced	3	0	0	0.0	0.0	1	0	1	1	0	3	0	0	0	0	
getprefixeddb	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gives	2	1	0	0.5	0.0	1	1	0	0	0	1	0	1	0	0	
article	2	1	2	0.5	1.0	1	1	0	0	0	1	0	0	1	0	
apply	9	3	0	0.33333334	0.0	5	1	1	2	0	6	2	1	0	0	
href	4	0	0	0.0	0.0	2	1	1	0	0	4	0	0	0	0	
ought	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
centralauth	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wikis	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
staticmethod	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jquery	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
cite	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
i18n	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
38	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
amendment	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
seeing	3	1	0	0.33333334	0.0	0	2	0	1	0	0	2	1	0	0	
dislike	2	0	0	0.0	0.0	1	1	0	0	0	0	1	0	1	0	
modifying	2	0	0	0.0	0.0	1	1	0	0	0	0	1	0	1	0	
conflicts	1	0	0	0.0	0.0	1	0	0	0	0	0	0	0	1	0	
unchanged	2	0	0	0.0	0.0	2	0	0	0	0	1	0	0	1	0	
mw	3	0	0	0.0	0.0	1	2	0	0	0	1	2	0	0	0	
wikilink	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
maglinkre	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
woops	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
vertical	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
align	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
baseline	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
mwextensioninspector	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
nodemodel	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
setpagetitle	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
clicking	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
menu	3	1	0	0.33333334	0.0	1	2	0	0	0	2	0	1	0	0	
bearnd	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
referring	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
normalized	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
location	5	0	0	0.0	0.0	2	2	0	1	0	4	1	0	0	0	
face	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
coordinates	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
pixels	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
simpli	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
semantic	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
aspect	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
recording	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
columnname	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
indicates	3	0	0	0.0	0.0	2	1	0	0	0	2	1	0	0	0	
column's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
columntouse	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mediawiki	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
site	4	2	0	0.5	0.0	2	2	0	0	0	2	2	0	0	0	
hits	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
special	6	0	0	0.0	0.0	0	6	0	0	0	5	1	0	0	0	
notes	4	0	0	0.0	0.0	4	0	0	0	0	3	0	1	0	0	
github	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
encoded	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
campaign	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
archived	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wikitext	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
getdefaultwikitextns	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
specifying	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
argv	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
confused	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
docroot	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
$docroot	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
determine	3	1	0	0.33333334	0.0	2	1	0	0	0	1	0	2	0	0	
swear	1	1	2	1.0	2.0	0	1	0	0	0	0	0	0	1	0	
smashing	1	1	2	1.0	2.0	0	1	0	0	0	0	0	0	1	0	
magazine	1	1	2	1.0	2.0	0	1	0	0	0	0	0	0	1	0	
pseudo	2	1	2	0.5	1.0	0	1	0	1	0	0	1	0	1	0	
selectors	1	1	2	1.0	2.0	0	1	0	0	0	0	0	0	1	0	
performant	1	1	2	1.0	2.0	0	1	0	0	0	0	0	0	1	0	
credibility	1	1	2	1.0	2.0	0	1	0	0	0	0	0	0	1	0	
child	1	0	2	0.0	2.0	0	1	0	0	0	0	0	1	0	0	
alternatives	3	0	0	0.0	0.0	1	2	0	0	0	0	3	0	0	0	
05	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
said	7	1	1	0.14285715	0.14285715	6	1	0	0	0	4	3	0	0	0	
lead	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
happy	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
outcome	2	0	0	0.0	0.0	1	1	0	0	0	1	0	1	0	0	
coding	6	0	0	0.0	0.0	3	3	0	0	0	4	2	0	0	0	
dt	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
colon	7	0	0	0.0	0.0	7	0	0	0	0	2	5	0	0	0	
implied	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
punctuated	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
semantically	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jcuken	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
alternate	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
keyboard	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
narayam	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
qwerty	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
keyboards	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dp	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
parsoid	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
hash	8	1	0	0.125	0.0	6	2	0	0	0	2	1	5	0	0	
basis	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
suggested	6	0	0	0.0	0.0	5	1	0	0	0	6	0	0	0	0	
applications	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
propose	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
parsoidconf	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
getters	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tex	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
preserving	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
mf	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
overlay	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
meaningful	2	1	1	0.5	0.5	0	2	0	0	0	0	2	0	0	0	
yeh	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
$result	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
success	3	0	0	0.0	0.0	0	0	3	0	0	2	0	1	0	0	
r	6	0	0	0.0	0.0	6	0	0	0	0	2	4	0	0	0	
121369	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
generally	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
credited	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
regex	6	0	0	0.0	0.0	6	0	0	0	0	4	0	2	0	0	
applied	3	0	0	0.0	0.0	3	0	0	0	0	2	0	1	0	0	
overly	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
entitypagequery	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
roan	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
executions	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
calculate	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
gitinfo	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
git's	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
expensive	3	0	0	0.0	0.0	3	0	0	0	0	0	3	0	0	0	
startup	2	1	0	0.5	0.0	1	1	0	0	0	1	1	0	0	0	
getscript	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
ironically	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
explanation	3	0	0	0.0	0.0	1	1	0	1	0	2	1	0	0	0	
approximation	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
traffic	1	0	0	0.0	0.0	0	0	0	1	0	0	1	0	0	0	
funky	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dry	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
consolidated	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
187	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
191	1	0	1	0.0	1.0	1	0	0	0	0	0	0	1	0	0	
enclosing	1	0	3	0.0	3.0	0	0	0	1	0	0	0	0	1	0	
$request	2	0	6	0.0	3.0	0	0	0	2	0	0	0	0	2	0	
getval	2	0	6	0.0	3.0	0	0	0	2	0	0	0	0	2	0	
returnto	1	0	3	0.0	3.0	0	0	0	1	0	0	0	0	1	0	
nasty	1	0	0	0.0	0.0	1	0	0	0	0	0	0	1	0	0	
mathoid	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
temp	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
quotation	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
presence	3	0	0	0.0	0.0	3	0	0	0	0	2	1	0	0	0	
editing	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
representative	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
inputs	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
receives	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
afaict	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
individual	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
cookie	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
caching	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
varnish	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
expiration	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
session	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
browser	1	0	0	0.0	0.0	0	1	0	0	0	0	0	1	0	0	
interwikimap	1	2	0	2.0	0.0	0	0	1	0	0	0	0	1	0	0	
consulted	1	2	0	2.0	0.0	0	0	1	0	0	0	0	1	0	0	
interwiki	2	4	0	2.0	0.0	0	0	2	0	0	0	0	2	0	0	
throwing	2	2	0	1.0	0.0	1	0	1	0	0	1	0	1	0	0	
invalidtitle	1	2	0	2.0	0.0	0	0	1	0	0	0	0	1	0	0	
revision	3	0	0	0.0	0.0	1	2	0	0	0	3	0	0	0	0	
newfromid	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
$revid	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
ism	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
everyone	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
alright	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
showbannereditor	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
deals	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
trxfname	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
edited	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
post	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
nobody	2	0	0	0.0	0.0	1	0	0	1	0	1	1	0	0	0	
kbd	1	0	0	0.0	0.0	0	0	0	1	0	1	0	0	0	0	
footer	2	0	0	0.0	0.0	0	2	0	0	0	0	2	0	0	0	
tuck	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
grouped	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
pasted	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
gathered	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
foreach	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
30	4	0	0	0.0	0.0	2	2	0	0	0	1	3	0	0	0	
wmf	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
populated	4	0	0	0.0	0.0	3	0	1	0	0	4	0	0	0	0	
approved	5	0	1	0.0	0.2	1	0	0	4	0	4	1	0	0	0	
peter	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wants	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
sting	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
pointless	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
7em	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
24px	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
fulltext	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
margins	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
horizontal	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
scroll	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
$oldcentral	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
$newcentral	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
past	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
deprecating	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
serial	3	0	0	0.0	0.0	2	1	0	0	0	1	0	2	0	0	
sc	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
calc	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
getdate	2	0	0	0.0	0.0	0	2	0	0	0	2	0	0	0	0	
formatted	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
yymmdd	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ndate	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
definitions	5	0	0	0.0	0.0	3	2	0	0	0	2	3	0	0	0	
oustring	7	3	3	0.42857143	0.42857143	3	4	0	0	0	3	4	0	0	0	
moot	2	0	0	0.0	0.0	1	1	0	0	0	1	1	0	0	0	
afunkmarkext	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
viewfunc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
:-(	2	0	-1	0.0	-0.5	1	1	0	0	0	1	1	0	0	0	
gid	2	0	0	0.0	0.0	1	1	0	0	0	1	0	1	0	0	
unpackupdate	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
untouched	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
behind	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
pdfltfrmfmt	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
stylistic	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
declare	5	0	0	0.0	0.0	4	1	0	0	0	4	1	0	0	0	
dropping	3	0	0	0.0	0.0	2	1	0	0	0	3	0	0	0	0	
odd	2	0	0	0.0	0.0	2	0	0	0	0	1	1	0	0	0	
0xff	2	0	0	0.0	0.0	1	1	0	0	0	2	0	0	0	0	
tying	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
invisible	2	0	0	0.0	0.0	2	0	0	0	0	0	2	0	0	0	
collaboration	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
challenging	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
wider	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
machines	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
miklos	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
mx	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
